shark_id,latitude,longitude,datetime,behavior,predicted_state,state_probability_0,state_probability_1,state_uncertainty,speed_km_day,step_length,chlor_a,carbon_phyto,poc,sst,water_depth,eddy_speed,is_foraging,is_migrating,confidence,high_confidence,speed_category
19,-33.9384,17.11234,2025-08-05,Migrating,1,0.0008815020960039155,0.9991184979039957,0.001,773.3,2319.897,0.3392,40.49,119.44,10.0,-10.0,0.8022,0,1,0.999,1,Very_High
19,-29.19933,31.8351,2025-08-09,Migrating,1,0.3190158576886791,0.6809841423113216,0.319,372.32,1489.265,0.1901,43.93,116.36,10.0,-2591.8684417189197,0.8157,0,1,0.681,0,Very_High
19,-34.82351,19.69242,2025-08-07,Migrating,1,0.0009953576414692225,0.9990046423585307,0.001,0.0,1303.156,0.4594,43.82,99.1,10.0,-18.58297347010739,0.8866,0,1,0.999,1,
19,-29.06641,31.92315,2025-08-03,Foraging,0,0.9999992814636874,7.185363118759576e-07,0.0,0.0,1318.236,0.3482,39.15,84.36,10.68,-1482.0037266781378,0.8399,1,0,1.0,1,
19,-33.69873,14.2192,2025-08-04,Migrating,1,0.0022531233287014546,0.9977468766712988,0.002,1755.09,1755.093,0.2551,49.0,118.99,10.0,-704.1888569578639,0.9038,0,1,0.998,1,Very_High
19,-29.06333,32.02147,2025-08-07,Migrating,1,0.1730711647952926,0.8269288352047082,0.173,588.04,1764.108,0.3444,47.26,97.66,10.03,-2365.280038069798,0.9249,0,1,0.827,1,Very_High
19,-40.22714,26.75212,2025-08-10,Migrating,1,0.002130996074871807,0.9978690039251279,0.002,443.66,1330.971,0.2641,37.69,85.84,10.0,-706.3129132732172,0.8556,0,1,0.998,1,Very_High
19,-40.8119,11.66449,2025-08-04,Migrating,1,0.0012605118829063214,0.9987394881170937,0.001,0.0,1275.417,0.2479,37.02,83.4,10.0,-450.00936917847736,0.781,0,1,0.999,1,
19,-24.94434,35.77461,2025-08-03,Foraging,0,1.0,0.0,0.0,0.0,2843.699,0.2357,37.28,110.79,15.22,-2187.4427274548566,0.8205,1,0,1.0,1,
19,-34.93233,19.69394,2025-08-10,Migrating,1,0.005940757897255129,0.9940592421027451,0.006,271.74,1902.177,0.4413,39.47,100.81,10.0,-1321.616819139274,0.7539,0,1,0.994,1,High
19,-27.83793,32.70534,2025-08-10,Migrating,1,0.09867770054445371,0.9013222994555454,0.099,0.0,1463.521,0.4692,45.51,106.6,10.0,-2212.891655264942,0.8733,0,1,0.901,1,
189,30.72071,-81.33595,2025-08-09,Migrating,1,0.006812016907929415,0.993187983092071,0.007,2.8,16.804,0.5231,39.06,105.44,10.0,-1228.7192123484936,1.4589,0,1,0.993,1,Low
189,30.29947,-80.99382,2025-08-03,Foraging,0,1.0,1.3541634478271546e-151,0.0,0.0,57.168,0.3364,41.65,112.21,12.93,-828.2581214209022,1.4246,1,0,1.0,1,
189,30.6421,-81.20116,2025-08-09,Foraging,0,0.8827509038618704,0.11724909613812999,0.117,7.16,42.969,0.2717,38.09,93.12,10.41,-1396.8765802853468,1.4156,1,0,0.883,1,Low
189,31.15436,-81.20343,2025-08-09,Migrating,1,0.22949761635133692,0.7705023836486637,0.229,0.0,56.961,0.2453,41.95,97.59,10.31,-1086.7632557118256,1.2848,0,1,0.771,1,
189,31.26256,-79.94566,2025-08-09,Foraging,0,1.0,4.908601637113338e-24,0.0,0.0,120.221,0.3075,38.52,102.72,11.2,-859.3302307583904,1.391,1,0,1.0,1,
189,31.13318,-80.26964,2025-08-10,Foraging,0,1.0,7.450763170338536e-30,0.0,34.01,34.008,0.1817,50.36,107.33,11.33,-963.483359395288,1.3952,1,0,1.0,1,Low
189,31.00855,-81.00911,2025-08-09,Foraging,0,0.9999999962568022,3.743198622942813e-09,0.0,0.0,71.779,0.332,47.61,96.56,10.8,-362.9108770766989,1.4133,1,0,1.0,1,
189,30.99717,-81.09504,2025-08-05,Foraging,0,1.0,3.96836233287958e-26,0.0,0.0,8.287,0.142,45.47,97.31,11.25,-964.7207147695448,1.5034,1,0,1.0,1,
189,30.99451,-81.08847,2025-08-10,Foraging,0,0.9995345826516262,0.0004654173483745919,0.0,0.14,0.693,0.3257,43.57,98.47,10.59,-390.85448863927024,1.4106,1,0,1.0,1,Low
189,30.87382,-81.31054,2025-08-02,Migrating,1,0.002679902082109198,0.9973200979178909,0.003,0.0,25.074,0.2471,44.2,102.71,10.0,-654.1606978747496,1.379,0,1,0.997,1,
189,31.14276,-81.09303,2025-08-08,Foraging,0,0.9999978432280235,2.156771976951215e-06,0.0,6.06,36.387,0.2936,35.94,108.14,10.66,-1308.4414311903097,1.4918,1,0,1.0,1,Low
189,30.91223,-81.23436,2025-08-03,Migrating,1,0.0021315995007678223,0.9978684004992314,0.002,0.0,28.956,0.05,39.82,113.68,10.0,-572.6156335536806,1.4094,0,1,0.998,1,
189,30.3384,-80.85435,2025-08-07,Foraging,0,1.0,6.03801951584981e-22,0.0,18.36,73.44,0.3934,49.75,119.84,11.15,-1211.357056498507,1.4232,1,0,1.0,1,Low
189,29.72675,-80.83535,2025-08-09,Foraging,0,1.0,1.4868279212986772e-105,0.0,34.02,68.037,0.2615,38.13,104.81,12.44,-1537.2928991902172,1.4146,1,0,1.0,1,Low
189,31.12979,-80.10935,2025-08-04,Migrating,1,0.008737212924561548,0.9912627870754388,0.009,0.0,170.834,0.3425,35.55,112.79,10.0,-1304.0497399090557,1.3975,0,1,0.991,1,
189,31.18677,-79.9933,2025-08-06,Foraging,0,1.0,5.460011616830943e-105,0.0,6.37,12.731,0.4267,42.72,101.91,12.44,-1470.2914028163443,1.3463,1,0,1.0,1,Low
60,35.84404,-74.55299,2025-08-09,Migrating,1,0.0011042268359209208,0.9988957731640792,0.001,2.29,11.457,0.3234,40.2,107.44,10.0,-10.0,1.4677,0,1,0.999,1,Low
60,40.83909,-71.91961,2025-08-05,Migrating,1,0.0019201574610039358,0.9980798425389957,0.002,0.0,600.951,0.2333,41.09,114.72,10.0,-632.9136601880386,1.4641,0,1,0.998,1,
60,37.9343,-73.6358,2025-08-07,Migrating,1,0.0030527621447863197,0.996947237855214,0.003,177.53,355.058,0.2633,31.18,99.75,10.0,-855.1277763972474,1.3832,0,1,0.997,1,High
60,37.616,-74.82981,2025-08-02,Migrating,1,0.023267672895808767,0.9767323271041916,0.023,0.0,110.749,0.2831,39.23,109.62,10.0,-1608.996163150346,1.33,0,1,0.977,1,
60,39.56846,-70.186,2025-08-02,Migrating,1,0.005149010259085774,0.9948509897409147,0.005,0.0,458.195,0.2474,35.28,107.1,10.0,-1032.0097516128758,1.3618,0,1,0.995,1,
60,38.2874,-73.72281,2025-08-05,Migrating,1,0.00432455451040133,0.9956754454895981,0.004,112.48,337.445,0.6157,44.43,98.94,10.0,-1211.7589561967495,1.5177,0,1,0.996,1,Medium
60,38.18981,-74.08707,2025-08-08,Migrating,1,0.01603336768875725,0.9839666323112425,0.016,11.2,33.613,0.4363,36.62,109.84,10.0,-1518.8329185720668,1.4222,0,1,0.984,1,Low
60,37.51194,-67.8206,2025-08-02,Migrating,1,0.002480629676351339,0.997519370323649,0.002,0.0,555.228,0.3396,34.53,100.73,10.11,-507.2949586056893,1.4316,0,1,0.998,1,
60,40.9418,-72.08294,2025-08-05,Migrating,1,0.0007156238223888886,0.9992843761776117,0.001,176.42,529.247,0.3406,39.98,74.96,10.0,-10.0,1.4775,0,1,0.999,1,High
60,40.84283,-72.23722,2025-08-02,Migrating,1,0.002928916917757866,0.9970710830822425,0.003,0.0,17.008,0.2266,33.39,89.46,10.0,-757.4644316953766,1.3373,0,1,0.997,1,
60,37.74665,-74.38763,2025-08-07,Migrating,1,0.0007917340290827392,0.9992082659709168,0.001,78.17,390.827,0.3063,40.55,68.1,10.0,-83.24899133626877,1.4781,0,1,0.999,1,Medium
60,33.97783,-69.20545,2025-08-07,Migrating,1,0.006840388753626676,0.9931596112463733,0.007,0.0,627.259,0.3009,36.63,106.6,10.0,-1317.8288494997455,1.5292,0,1,0.993,1,
60,36.42906,-74.19306,2025-08-04,Migrating,1,0.002538774915995111,0.9974612250840049,0.003,0.0,528.706,0.2604,35.51,97.88,10.0,-767.8629520684993,1.4674,0,1,0.997,1,
60,36.05558,-75.00776,2025-08-04,Foraging,0,1.0,5.4056493421047e-18,0.0,0.0,84.041,0.3698,36.68,95.53,11.06,-713.1901878881539,1.4519,1,0,1.0,1,
60,37.99045,-73.95304,2025-08-05,Migrating,1,0.0009763383283847428,0.999023661671616,0.001,234.64,234.635,0.2849,48.88,88.81,10.0,-10.0,1.4656,0,1,0.999,1,High
60,40.99735,-70.65566,2025-08-09,Migrating,1,0.005017310840993887,0.9949826891590057,0.005,109.48,437.93,0.2108,44.09,104.32,10.0,-1014.8730598007083,1.294,0,1,0.995,1,Medium
60,39.82128,-70.93339,2025-08-04,Migrating,1,0.0011690396206254258,0.9988309603793746,0.001,0.0,132.87,0.4234,32.8,89.49,10.0,-62.880798174510176,1.3881,0,1,0.999,1,
60,41.02696,-70.70855,2025-08-04,Migrating,1,0.003565984107222804,0.9964340158927774,0.004,0.0,135.41,0.2964,47.31,101.68,10.0,-867.8644482164435,1.4238,0,1,0.996,1,
60,36.11486,-74.03783,2025-08-06,Migrating,1,0.0009573154334787447,0.9990426845665212,0.001,309.01,618.021,0.0801,33.84,117.67,10.0,-39.65306188183712,1.3955,0,1,0.999,1,Very_High
60,40.16036,-70.10549,2025-08-05,Migrating,1,0.015932262843904647,0.9840677371560954,0.016,0.0,566.105,0.3544,30.15,100.19,10.0,-1715.463490879226,1.6058,0,1,0.984,1,
60,40.54927,-71.84803,2025-08-10,Migrating,1,0.02047522778146493,0.979524772218535,0.02,30.77,153.855,0.1897,44.93,111.93,10.0,-1638.8391465669558,1.4125,0,1,0.98,1,Low
60,36.33204,-73.97846,2025-08-05,Migrating,1,0.0034202309162631307,0.9965797690837369,0.003,0.0,504.263,0.3253,37.53,97.65,10.0,-981.4811704607366,1.4879,0,1,0.997,1,
60,38.29881,-73.87025,2025-08-07,Migrating,1,0.0011964848829126291,0.9988035151170874,0.001,109.45,218.904,0.3608,33.05,87.44,10.0,-206.2994607894644,1.4537,0,1,0.999,1,Medium
60,37.72222,-73.84047,2025-08-02,Migrating,1,0.0023861127887280496,0.997613887211272,0.002,0.0,64.167,0.3803,45.29,91.5,10.0,-588.2003794814915,1.3215,0,1,0.998,1,
60,38.50624,-74.27046,2025-08-07,Migrating,1,0.015822314067183107,0.984177685932817,0.016,18.99,94.949,0.3328,35.61,134.76,10.0,-1440.2846397359074,1.3294,0,1,0.984,1,Low
60,36.35186,-74.80266,2025-08-06,Foraging,0,0.7337637717504373,0.26623622824956233,0.266,0.0,244.12,0.3713,42.27,92.59,10.39,-1209.8326470645331,1.4353,1,0,0.734,1,
60,40.89749,-70.66922,2025-08-06,Migrating,1,0.002661765201765196,0.9973382347982352,0.003,0.0,619.837,0.2376,42.26,88.4,10.0,-898.5858840547453,1.4517,0,1,0.997,1,
60,37.58259,-74.34126,2025-08-02,Migrating,1,0.0023682340604197177,0.9976317659395799,0.002,0.0,485.567,0.4494,47.3,109.16,10.0,-806.8555123605115,1.471,0,1,0.998,1,
60,36.54334,-74.33524,2025-08-05,Migrating,1,0.009351438920196653,0.9906485610798031,0.009,38.52,115.561,0.2235,40.98,93.52,10.0,-1351.2350666906946,1.4153,0,1,0.991,1,Low
60,38.31635,-73.81697,2025-08-05,Migrating,1,0.002634862528056457,0.9973651374719439,0.003,0.0,202.39,0.3961,35.86,95.03,10.0,-785.8650717347813,1.3967,0,1,0.997,1,
60,36.48968,-74.71157,2025-08-07,Migrating,1,0.004431928570464825,0.995568071429536,0.004,108.97,217.943,0.4031,30.62,106.09,10.0,-1070.9493348116237,1.4627,0,1,0.996,1,Medium
60,38.22726,-74.13106,2025-08-02,Migrating,1,0.0021717893414512006,0.9978282106585485,0.002,0.0,199.905,0.126,47.36,86.96,10.0,-740.9099094262398,1.4913,0,1,0.998,1,
60,38.50153,-73.56633,2025-08-07,Migrating,1,0.010242938032045457,0.9897570619679547,0.01,11.58,57.916,0.3999,39.77,107.82,10.0,-1447.7861502637068,1.5738,0,1,0.99,1,Low
60,40.0667,-71.81819,2025-08-09,Migrating,1,0.0038814397229629035,0.996118560277037,0.004,115.02,230.047,0.5326,47.51,85.63,10.0,-1036.1263641024082,1.4251,0,1,0.996,1,Medium
60,36.42468,-74.48812,2025-08-07,Migrating,1,0.005281955366225183,0.9947180446337749,0.005,0.0,467.239,0.2055,39.88,93.59,10.0,-1134.548074761282,1.4413,0,1,0.995,1,
60,37.76995,-74.06094,2025-08-07,Migrating,1,0.003089316889591816,0.9969106831104079,0.003,0.0,154.31,0.4159,39.62,90.84,10.0,-848.492191664884,1.4418,0,1,0.997,1,
60,36.57268,-74.18093,2025-08-04,Migrating,1,0.004602145385566097,0.9953978546144342,0.005,0.0,133.554,0.05,45.39,81.94,10.0,-1101.7714558875552,1.4085,0,1,0.995,1,
60,36.96131,-73.02236,2025-08-09,Migrating,1,0.0028362700088503407,0.9971637299911496,0.003,22.38,111.882,0.2225,33.42,95.43,10.0,-906.865706520475,1.5323,0,1,0.997,1,Low
60,37.88292,-74.30652,2025-08-08,Migrating,1,0.0017307846255883554,0.998269215374412,0.002,0.0,152.843,0.317,46.79,89.85,10.0,-640.0865984781212,1.5144,0,1,0.998,1,
60,41.08446,-70.70482,2025-08-04,Migrating,1,0.000977910714877223,0.9990220892851231,0.001,0.0,471.368,0.4063,45.49,104.02,10.0,-20.83380210893029,1.4802,0,1,0.999,1,
60,38.07375,-73.7075,2025-08-02,Migrating,1,0.010488346633577809,0.9895116533664221,0.01,0.0,422.191,0.3341,40.53,112.49,10.0,-1384.909086996825,1.4543,0,1,0.99,1,
60,38.04432,-74.05541,2025-08-05,Migrating,1,0.0024088592384503976,0.9975911407615496,0.002,10.21,30.636,0.2139,43.34,102.72,10.0,-762.4251112023803,1.5411,0,1,0.998,1,Low
60,36.07862,-67.06761,2025-08-08,Migrating,1,0.0017557057269298596,0.9982442942730699,0.002,219.08,657.233,0.2059,34.32,96.98,10.0,-794.6008103099634,1.5929,0,1,0.998,1,High
60,36.8735,-74.65484,2025-08-09,Migrating,1,0.008609677284535797,0.9913903227154642,0.009,683.94,683.938,0.2268,37.93,106.18,10.0,-1347.7735477678411,1.4736,0,1,0.991,1,Very_High
60,38.67266,-73.54652,2025-08-07,Migrating,1,0.007204231705091518,0.9927957682949083,0.007,0.0,222.509,0.2791,39.82,94.15,10.0,-1206.2449336824347,1.3831,0,1,0.993,1,
60,37.05774,-67.13362,2025-08-08,Migrating,1,0.001114600898019361,0.9988853991019805,0.001,590.74,590.738,0.1177,37.26,104.81,10.0,-249.3118996376429,1.4923,0,1,0.999,1,Very_High
60,36.94948,-74.47732,2025-08-10,Migrating,1,0.001618558426712232,0.9983814415732879,0.002,326.03,652.07,0.1711,37.55,100.9,10.0,-403.3530742704168,1.3688,0,1,0.998,1,Very_High
60,37.51082,-74.09471,2025-08-02,Migrating,1,0.0012420488120123366,0.9987579511879879,0.001,0.0,71.017,0.3875,41.61,94.15,10.0,-269.15087647127,1.5032,0,1,0.999,1,
60,40.17968,-70.11591,2025-08-04,Migrating,1,0.0022715283718625617,0.9977284716281373,0.002,227.33,454.665,0.4281,45.58,100.01,10.0,-744.6377853886686,1.4892,0,1,0.998,1,High
60,37.32343,-70.86446,2025-08-02,Foraging,0,0.9999999999782716,2.17290478665025e-11,0.0,0.0,324.162,0.4069,43.0,109.76,10.87,-690.5311020934419,1.4104,1,0,1.0,1,
60,38.16825,-73.91311,2025-08-04,Migrating,1,0.00117942212395702,0.998820577876043,0.001,142.01,284.021,0.4073,52.53,84.89,10.0,-156.2116131367402,1.3808,0,1,0.999,1,Medium
60,34.8359,-66.71583,2025-08-09,Migrating,1,0.00668870127498714,0.9933112987250126,0.007,148.41,742.056,0.293,39.79,103.42,10.0,-1261.055611653701,1.3961,0,1,0.993,1,Medium
60,37.82949,-74.22972,2025-08-08,Migrating,1,0.001523383408810115,0.9984766165911897,0.002,0.0,750.557,0.1238,34.18,99.06,10.0,-472.9899632313847,1.4493,0,1,0.998,1,
60,39.62774,-70.31283,2025-08-08,Migrating,1,0.0012686430890457348,0.9987313569109539,0.001,0.0,394.185,0.2768,37.38,105.45,10.06,-10.0,1.4111,0,1,0.999,1,
60,38.49812,-73.80519,2025-08-09,Migrating,1,0.0011358405289242969,0.9988641594710753,0.001,326.61,326.609,0.1353,35.67,88.72,10.0,-241.2718686560953,1.3598,0,1,0.999,1,Very_High
60,40.66546,-71.89706,2025-08-09,Foraging,0,0.03144952456891241,0.9685504754310883,0.031,0.0,291.221,0.1319,45.98,89.92,10.0,-1805.086289588143,1.4065,1,0,0.969,1,
60,38.67263,-73.53801,2025-08-09,Migrating,1,0.008784986774491438,0.9912150132255083,0.009,0.0,262.342,0.1453,40.08,104.01,10.0,-1336.0943360914143,1.4619,0,1,0.991,1,
60,36.46469,-74.48641,2025-08-07,Migrating,1,0.0017124612737176679,0.9982875387262823,0.002,0.0,259.346,0.2744,39.51,101.66,10.0,-368.5578408229218,1.3364,0,1,0.998,1,
60,36.13179,-74.34216,2025-08-08,Migrating,1,0.007740748860985953,0.9922592511390134,0.008,39.21,39.209,0.4272,46.63,82.88,10.0,-1323.4084084928436,1.4496,0,1,0.992,1,Low
60,33.60933,-68.15044,2025-08-10,Foraging,0,0.8234825796157399,0.17651742038426013,0.177,315.25,630.49,0.3719,39.0,85.1,10.45,-330.88022220054904,1.4065,1,0,0.823,1,Very_High
60,41.08919,-70.52738,2025-08-04,Migrating,1,0.0010086314214636548,0.9989913685785362,0.001,0.0,857.749,0.394,41.02,110.47,10.0,-409.6407968521771,1.5987,0,1,0.999,1,
60,38.16968,-73.28215,2025-08-03,Migrating,1,0.004816790339069473,0.9951832096609309,0.005,0.0,401.254,0.3186,48.83,94.07,10.09,-1034.5897691053945,1.5053,0,1,0.995,1,
60,37.85615,-74.29944,2025-08-06,Migrating,1,0.0039843451768314594,0.9960156548231681,0.004,31.9,95.698,0.1004,40.06,97.2,10.0,-1025.264623687755,1.4847,0,1,0.996,1,Low
60,36.04129,-74.71372,2025-08-02,Migrating,1,0.0022350027207491963,0.997764997279251,0.002,0.0,205.133,0.36,41.1,84.25,10.0,-767.3157846532545,1.4848,0,1,0.998,1,
60,37.27985,-70.87394,2025-08-04,Migrating,1,0.0505880925506148,0.9494119074493851,0.051,184.56,369.119,0.2575,29.82,113.66,10.0,-1884.601530321926,1.2158,0,1,0.949,1,High
60,38.27066,-74.36261,2025-08-04,Migrating,1,0.001198397790226605,0.9988016022097738,0.001,0.0,325.787,0.189,34.08,112.78,10.0,-344.1494576158861,1.5177,0,1,0.999,1,
60,38.6636,-73.91735,2025-08-07,Migrating,1,0.00934839139739021,0.9906516086026098,0.009,19.47,58.411,0.1522,44.15,114.61,10.0,-1289.9290586264456,1.4005,0,1,0.991,1,Low
